IP Address,marketplace,customer_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,timestamp
208.154.223.198,US,18132839,B00AFO7928,623679271,HHI Sports Armband with Key Holder Pocket for iPod Nano 7th Generation - Gray (Package include a HandHelditems Sketch Stylus Pen),Mobile_Electronics,1,0.0,0.0,N,N,Quality sucks,"i have a similar armband for the lg g3 from handhelditems and it seemed decent when i bought it but now - about 10 months down the line - it is falling apart and for some strange reason the touchscreen on my phone doesn't work any more. after getting in touch with them, they refused to stand by their product. looks like it's $10 down the drain. i'd steer clear of hhi if i were you.",2015-08-24,1440420194.0
195.123.69.252,US,51629767,B00F2GMUPU,755394802,E-PRANCE® Mini 0801 Car DVR Dash Camera Ambarella A2S60 Chip 5M pixel CMOS + GPS Logger + High Resolution Full HD 1080P 30 FPS + G-sensor + License Plate + 135 Degree Wide Angle View,Mobile_Electronics,1,0.0,0.0,N,Y,Unit died in less than than a month,received this unit 2015-06-18. unit died 2015-07-14. unfortunately i didn't notice until the return period was past. while it worked it worked well. i wouldn't recommend any e-prance product until they fix their issues with quality.,2015-08-24,1440421570.0
213.248.197.39,US,14884896,B00U7XE03I,947869361,Cambridge SoundWorks OontZ Angle 2 [The PLUS Edition] Ultra Portable Wireless Bluetooth Speaker with Built in Mic up to 15 Hour Playtime works with iPhone iPad tablet Samsung and smart phones (RED),Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great specker im going to order another one.,2015-08-24,1440428104.0
205.9.31.160,US,16120627,B004X84B5K,430940491,MIRROR MOUNT 3 way Aluminum with Stud for CB / Ham Radio Antenna Bracket - Workman RV1,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,good price. promptly received..,2015-08-24,1440429214.0
214.220.113.163,US,47945887,B00Q6QR8LG,441963089,"PIONEER TS-G1645R 6.5"" 250-Watt 2-Way G-Series Speakers",Mobile_Electronics,5,0.0,1.0,N,Y,Great for OEM replacement!,"if you are looking for something just to replace those worn out factory speakers, these work great. they sound good and work great with factory or after market radio. if you want that high end sound, these are not the ones to buy.",2015-08-24,1440430672.0
221.6.224.139,US,22654450,B00QWTQ106,971843609,Moonar® Wireless In-car Handsfree Fm Radio Transmitter Audio for Iphone Ipod Mp3/4 Play,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,can't beat it for the price,2015-08-24,1440430731.0
214.105.228.98,US,21518557,B00CJZLHN8,869734493,"Apple Ipod Nano 7th Generation, 16GB, Silver",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,everything was perfect. i love it!,2015-08-24,1440432519.0
195.13.244.38,US,30554689,B00NPWJ3IA,785511827,Arrela® 2 packs 2 pin Covert Air Acoustic Tube Headset Earpiece for Kenwood PUXING Baofeng UV-5R UV-5RA 888S H777,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,awesome,2015-08-24,1440435099.0
199.94.129.183,US,47526898,B00XAJ384S,290685303,SD 1 - Studio Dome 1 - Portable Bluetooth 4.0 Speaker with Voice Prompt,Mobile_Electronics,2,0.0,0.0,N,Y,It's sturdy and appears to be well constructed,got my speaker yesterday and was very impressed with the speaker at first. it's sturdy and appears to be well constructed. i took it to work with me and it played fine. everyone was impressed. i tried to use it last night and again this morning with no luck. it just sits as if maybe it's frozen or something. when i turn the power button off the light stays green. at this time the only thing i can use this for is a paper weight or desk ornament. i have a gearhead bluetooth speaker that i had been using before deciding to buy this one. it's not as heavy but plays just as loud and works every time. i'll contact the manufacturer to see if it is a software problem that can be remedied or something. i desperately want this to work but if not then i'm fine with getting my money back purchasing a second gearhead.,2015-08-24,1440436406.0
218.231.230.22,US,1258489,B00I6DLIB8,313520251,MSI GTX 750 TI 2GB DDR5 OC 128Bit DVI-D/D-SUB/HDMI N750TI TF 2GD5/OC,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,"good performance card, with looks",2015-08-24,1440438773.0
195.7.144.203,US,1276529,B00PR35802,386655910,Pioneer DEH-X6700BT Single-DIN Bluetooth Car Stereo,Mobile_Electronics,4,0.0,0.0,N,Y,Would buy again.,high quality unit.<br />i have had a problem pairing it with my iphone. it may well be my lack of expertise and not the receiver.<br />i plan to seek technical assistance to remedy the situation.,2015-08-24,1440439380.0
206.137.238.49,US,40676786,B00HLHOIPS,91403148,By lovelife-5 stars Selling Mirror Image CCD Sensor CAR REAR VIEW PARKING REVERSE CAMERA FOR KIA Carens Oprius Sorento Borrego Kia ceed,Mobile_Electronics,4,0.0,0.0,N,Y,so far so good. black color is only thing i don't like,"installed one month ago, so far so good. black color is only thing i don't like.",2015-08-24,1440440931.0
206.82.106.186,US,16656300,B00S4HTXYU,577812533,"AngLink [With Two Charging Ports] In Car Universal Wireless FM Transmitter & Hands-free Calling with USB Car Charger For iPhone, iPod, Samsung, Nokia, Motorola, LG and ALL Smartphones MP3 MP4 GPS Audio Player with 3.5mm Audio Jack",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great!,2015-08-25,1440443393.0
195.221.124.196,US,15219852,B00MDY3562,64260162,"TOYOTA CAMRY SUN VISOR REPAIR KIT FOR 2007, 2008, 2009, 2010, 2011. GO TO CamryVisorRepair.Com",Mobile_Electronics,5,0.0,0.0,N,Y,What a great fix!,"wow! what a terrific fix for my sun visor problem. easy to follow instructions.... a video to show you step by step... and it works!!  my visor had such basically flopped down and i had to remove it so i could see. when i saw the damage inside of it, i was sick. of course, our friends at the toyota dealership were talking 100 plus dollars. so i was estatic when i found the camry visor repair kit. worked just as they said it would and looks great.... even my pathetic stitching looks good!  thanks for saving me money and making it so simple.",2015-08-25,1440443852.0
211.47.111.4,US,25395853,B000MPMHMW,490935467,Humminbird 7400931 MHX XNT Transom Mounting Hardware Kit,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,c,2015-08-25,1440443864.0
203.210.226.141,US,39412339,B00RDCMY8O,902385260,Bluetooth Shower Speaker – SoundPal Water Resistant Wireless and Hands-free Speaker with Suction Cup - Compatible with All Bluetooth Devices,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great speaker with excellent sound for its size!,2015-08-25,1440444043.0
192.182.85.155,US,924194,B00M49C6MK,91176851,Sentey Ls 4162,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,has great sound was very impressed love this speaker,2015-08-25,1440445268.0
198.124.42.3,US,32467074,B00SY4FSG0,605156708,"1byone 9.6A / 48W 4-Port USB Car Charger, Safety Protection for Apple and Android Devices, Red & Black",Mobile_Electronics,4,0.0,0.0,N,Y,Four Stars,it 's working very good so far. however i like it a lot. thank you for selling this.,2015-08-25,1440447223.0
203.39.104.191,US,21330202,B000MPMHMW,490935467,Humminbird 7400931 MHX XNT Transom Mounting Hardware Kit,Mobile_Electronics,5,0.0,0.0,N,Y,very sturdy product and it also came with the plug to ...,"worked out perfectly to replace my broken mount ,very sturdy product and it also came with the plug to keep from throwing a rooster tail",2015-08-25,1440449037.0
200.107.159.103,US,11491447,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,5,0.0,0.0,N,Y,Amazing sound quality!,"this little speaker packs a punch! i am very please with the sound quality and it has great bass for such a small device. the rubber finish feels great, too. i previously ordered soundpal f2 bluetooth speaker (about $15 cheaper) and was greatly dissatisfied. this speaker is amazing and i definitely recommend. great product and great deal!",2015-08-25,1440449895.0
205.86.120.154,US,170713,B011W26BU2,938399424,"Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices",Mobile_Electronics,2,0.0,3.0,N,Y,Fair quality,constantly looses connection.  would not buy again.,2015-08-25,1440450200.0
209.236.103.151,US,10395219,B00749YS30,889377465,Underwater Audio Waterproof iPod Shuffle,Mobile_Electronics,5,0.0,0.0,N,Y,Actually Waterproof!,"i thought that waterproof was a blatant lie. i'll admit it! i was worried about it, and wouldn't believe it for the longest time. however, curiosity finally got the best of me, since i wanted to swim for long periods of time, and i bought this one. i was certainly not disappointed. it works, it's always been waterproofed to me, and i've never had to worry about it getting wet, or it suddenly not working. when paired with a set of waterproof headphones, this ipod is unstoppable. perfect for showers and swimming!",2015-08-25,1440452366.0
208.148.59.235,US,1297040,B00Y2108GE,553047163,"LiteXim Silver Multifunctional Hands Free Touch Screen Digital MP3/MP4 Music Player Supporting Music/Audio/FM Radio & Micro SD Card, Free USB Cable and Earphones Included",Mobile_Electronics,5,2.0,3.0,N,Y,hurry get yours now,this is the best mp3 n mp4 player i've had yet...crystal clear music videos are awesome great item,2015-08-25,1440452506.0
217.153.240.232,US,7431437,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,works perfect with iphone6 no issues.,2015-08-25,1440455707.0
219.194.210.40,US,25780394,B000MPMHMW,490935467,Humminbird 7400931 MHX XNT Transom Mounting Hardware Kit,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,"met expectations, shipping time was awesome",2015-08-25,1440457421.0
204.43.218.87,US,51746033,B008RV3DEY,371839803,New Uncut Blank Transponder Ignition Key for Toyota Avalon Camry Corolla Rav4 Tundra Yaris Matrix Solara (Chip #4d-67),Mobile_Electronics,4,0.0,0.0,N,Y,Could not program chip for free,"i was hoping i could program the key for our 2010 camry v6 xle using the youtube instructions for camrys up to 2010. (old key in/out ignition, door open/close so many times etc) would not work. home depot cut the key, that works , so using as hidden key to get in car only",2015-08-25,1440457570.0
206.231.213.224,US,51168531,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,4,0.0,0.0,N,Y,Great sound for the price,"very nice sound, good volume, good battery life.",2015-08-25,1440457909.0
215.83.228.27,US,34746289,B0075875OE,568230473,RA200 Rugged Air Aviation Pilot Headset,Mobile_Electronics,5,1.0,2.0,N,Y,Awesome,"great purchase.  the audio is excellent and the mic picks up everything very clearly.  volume adjustment on the headset is a big bonus.  ear pads and headband are both comfortable.  the headband adjustments are easy to use and seem to be durable.  the best thing about it is that i put it on before takeoff and i don't think about it again at all until i unplug it after shutdown.  no hotspots, nothing slips or moves, and the mic stays right where you put it. i haven't used the aux jack yet.  i'd absolutely buy from rugged again.",2015-08-25,1440458450.0
218.73.30.26,US,44157787,B001HTX41U,731247875,"Metra 95-7801 1990-2006 Acura, Honda Double DIN Stereo Installation Kit",Mobile_Electronics,1,0.0,1.0,N,Y,Terrible product do not recommend for a 2006 Honda CR-V,terrible product do not recommend for a 2006 honda cr-v. nothing but the face cover worked. had to use factory side mounts.,2015-08-25,1440458678.0
200.194.220.171,US,50027179,B007WO5LF6,987522321,EC TECHNOLOGY? New design Backup External Battery Pack and Charger (Power Bank) with flashlight,Mobile_Electronics,5,0.0,0.0,N,N,Nice,"this is such a good idea, a flashlight that happens to have a battery to charge electronic devices. at only $8, that's the price of a decent flashlight. this battery has a nice bright, easy to use flashlight. and then add that you can charge an electronic device - an iphone 6 plus around a half charge. the battery charges via microusb. you'll have to provide the ac adapter or computer port.",2015-08-25,1440458828.0
217.45.188.9,US,43101718,B00JAHLKNA,858106317,Magnetic Magnet Ultra Slim Thin Leather Cover Sleeve Case For eReader eBook Kobo Touch,Mobile_Electronics,5,0.0,0.0,N,Y,great coverage for my reader,"great coverage for my reader, stay close magnetic closure turns it off.  slim design that is not too bulky to hold when reading",2015-08-25,1440461435.0
208.18.188.23,US,2117966,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0.0,0.0,N,Y,Great material! :),okay so i've used a lot of cables and my girlfriend actually steals mine because how great these are for iphones. some cords that i've had usually aren't compatible with my iphone and tells me i can't use it but these ones are perfect the perfect length as well! not made out of cheap materials so i would definitely recommend this to anyone! :),2015-08-25,1440463368.0
222.189.94.138,US,17679177,B00LAJ0GQ8,369326820,Stelle Audio Audio Pillar,Mobile_Electronics,4,0.0,1.0,N,Y,Four Stars,"great, rich sound. battery life is a little disappointing but overall, i think it's a good buy.",2015-08-25,1440465148.0
215.93.55.181,US,16985613,B00B2HTMMW,382416989,"Eco-Fused Case Bundle for Apple iPod Touch 4 including 4 Polka Dot Covers / 2 Stylus Pens / 2 Screen Protectors / Microfiber Cleaning Cloth (Green, Blue, Purple, Yellow)",Mobile_Electronics,5,0.0,0.0,N,Y,Really like the polka dot cases!,my granddaughter loves the polka dots on her i pods!  she can interchange them to different colors daily!,2015-08-25,1440468385.0
210.223.29.186,US,11067742,B00U7ZIU46,984864838,"DIGITNOW BM001-US Portable Radio Cassette Recorder, Cassette Tape to Mp3 Converter and Radio to Mp3 Recorder with Voice Recording Feature, Used As a walkman",Mobile_Electronics,3,1.0,2.0,N,Y,Three Stars,the sound quality was good,2015-08-25,1440470325.0
195.10.102.120,US,18179651,B00WSDFA6Q,77777756,"32GB Green Slim 1.8"" 4th LCD Mp3 Mp4 Player FM Radio Video Player with Accessories",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,great value!,2015-08-25,1440471873.0
211.11.112.102,US,110441,B00PVS96M4,613878587,"BESTOPE® Waterproof Wireless Bluetooth Shower Speaker & Hands-Free Speakerphone Compatible with All Bluetooth Devices, Apple iPhone 5/5S/5C Siri and All Android Devices (T-Orange)",Mobile_Electronics,4,0.0,0.0,N,Y,Sound level.,not as loud as i had hoped for.,2015-08-25,1440473027.0
208.20.13.227,US,24659376,B00MFM8AUI,570563566,"Lumsing&reg; Portable NFC Bluetooth Speaker,Rechargeable Battery Powerful Sound Bass System for iPhone iPad MP3 Player Smartphones Laptop",Mobile_Electronics,5,0.0,0.0,N,N,Not sure yet how to change the language to english ...,"not sure yet how to change the language to english if there is an option to do so, but works well.",2015-08-25,1440476395.0
223.60.31.231,US,14544335,B00GIDXIOS,370886987,E-PRANCE® New FHD 1080P 30FPS G1W Car DashBoard Video Camera with Novatek NT96650 + 2.7 inch Screen + 140 degree wide angle lens + Night Vision + G-sensor + H.264,Mobile_Electronics,1,0.0,0.0,N,N,Poor Function and Poor Quality,"poor function and poor quality.  i have a different dash cam that folds up the screen. this one does not fold, so at night, the screen lights everything up.. when you park your car at night and forget to unplug or turn off, it lights up the inside of the car and can be seen for blocks telling all thieves to come and get it !!  also.. the screen that lights everything up at night gets dark spots. more and more of them.. when the car gets hot from being parked, the screen is worthless !!  at least at night it cools off and gets bright for all the thieves..  it is not that where i live there are lots of them, but when you go downtown or other places and park your car, why send it up the flag pole that you have a electronic device in your car !!  heck.. thieves would not know at a glance i only paid 20 bucks for this thing !! heck the window they break to get it cost more !!!  also.. the suction device grabs the glass well, but the slider part that hooks to the actual dash cam slides off around hard turns and the dash cam lands in your lap !!  i guess you could somehow reverse it so it lands in your girlfriends lap and you could then have an excuse for being grabby..  not sure.. but worth a try...",2015-08-25,1440476641.0
214.112.2.128,US,11491447,B011W26BU2,938399424,"Bluetooth Speakers, SoundPal Cube F1 5 Watt Bluetooth Speaker Compatible with all Bluetooth Devices",Mobile_Electronics,1,1.0,15.0,N,Y,Poor sound quality and volume levels,"i was greatly disappointed by the lackluster sound quality and volume level of this device. the design is nice but the volume control seems to have issues, as my &#34;volume up&#34; button didn't seem to work. returning the item. i do not recommend. i replaced this speaker with the sentey bluetooth speaker 4.0 b-trek s8 for $15 more and i am blown away by the difference between the products. soundpal is a waste of money and i definitely recommend spending the extra $15 for the sentey speaker!",2015-08-25,1440477710.0
210.54.28.206,US,19403480,B00H3JQDVQ,412125950,VW Volkswagen Black Remote Flip Key Silicone Protecting Key Case Cover Fob Holder 3 Buttons,Mobile_Electronics,1,1.0,2.0,N,Y,"Wrong sizing, didn't fit my mk4 model key very ...","wrong sizing, didn't fit my mk4 model key very well.<br />guess it could just be the certain fob i have.",2015-08-25,1440479318.0
196.29.99.156,US,14225036,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,Still going strong!,"honestly, these are the only charging cables i've had that have not frayed or stopped working after a short period of time. i keep one next to my bed and the other plugged into my computer at work for charging my phone. both get used daily and i've had them for over a year at this point. fantastic quality!",2015-08-25,1440479390.0
198.218.64.184,US,48424535,B00VVSK65E,580656019,"iPhone 6 Plus Battery Case - Alpatronix BX140plus iPhone 6 Plus Battery Case [5.5 Inches] - MFi Apple Certified 4000mAh External iPhone 6 Plus Battery Case Removable, Rechargeable Protective iPhone 6 Plus Charging Case [Ultra-Slim iPhone 6 Plus Charger Case / Full Compatible Support with iOS 8+ & Apple Pay / iPhone 6 Plus Extended Battery Case / Lightning Connector Output / No Signal Reduction / F",Mobile_Electronics,5,0.0,0.0,N,N,... iPhone 6 plus for a few weeks and I love it. I get about 1,"i've been using this case on my iphone 6 plus for a few weeks and i love it. i get about 1.5 charges (on average) from the battery so i can go about 3 days before i need to recharge. it also fits my phone perfectly. i've dropped it a couple times by mistake and the case has held up fine. no damage at all. i also appreciate that you can remove your phone from the case without tools and it does take some force to unsnap the front as it should. with some other cases, the front cover is too easily removed and sometimes would fall off when the phone was dropped. this case doesn't have that problem. i do want to mention that i received this product in exchange for this honest, truthful and unbiased review of the product on amazon. my review has not influenced by the fact that the product was provided at a discounted cost or in other cases was provided for free. i have no other connection to the seller.",2015-08-25,1440482303.0
213.47.202.237,US,40083673,B00MCEPGJC,189624499,"Oceantree(TM) New Real 16GB 4.3"" Touch Screen MP3 MP4 MP5 RMVB FLV TV Out Player 16G 1080P(blue)",Mobile_Electronics,3,0.0,0.0,N,Y,I love the color,"i love the color, but it has been a little hard to work with it.  it says you can use the side volume buttons for volume, but not while the song is playing.  to just adjust the volume while it's playing it will instead fast-forward in the song.  i haven't been able how to get it to not do that and just do the volume......",2015-08-25,1440484654.0
221.221.198.32,US,5677556,B00WUN6QUI,376726265,"Idroidnation Imp orange 16gb Mp3 Mp4 Player with 1.8"" LCD Screen Fm Radio, Video, Games",Mobile_Electronics,1,0.0,0.0,N,Y,loses charge very very fast just listening to the radio ...,loses charge very very fast just listening to the radio for one hour,2015-08-25,1440484871.0
204.195.135.40,US,17105613,B00FL1TDOC,998606036,iDeaUSA High-Speed HDMI Cable Gold Plated 9 Feet & 3 Feet HDMI Cable Pack with Mini HDMI Adapter ¡­,Mobile_Electronics,1,1.0,2.0,N,Y,"THE CABLE TO MANAGE THE SPEKER IS TO SHORT, ...","the cable to manage the speker is to short, is very dificult tl handle.<br />i been asked the supplier information in order to replace it. never answer",2015-08-25,1440485433.0
196.199.166.95,US,10557964,B012EDG356,621314231,Bluetooth Wireless Speaker(Blue),Mobile_Electronics,5,0.0,0.0,N,N,Super sound. Very long play time once charged,this is second unit i have purchased. super sound. very long play time once charged. easy to take anywhere. highly recommend.,2015-08-25,1440487640.0
217.138.140.84,US,50283277,B011NH6I18,438033117,USTEK&reg; GPS Sun Shade Glare Shield Sun Visor Screen Protector for Universal Car GPS Applicable for Most Sedans and SUVs,Mobile_Electronics,1,1.0,1.0,N,Y,No Directions,"product has no directions, the outside of the box has poorly printed outlines of visor and writing in chinese. had to return, could not assemble and fit on the gps in my elantra. i was looking forward to a visor like this, the glare on my gps is awful. guess the search goes on for another.",2015-08-25,1440488956.0
199.227.48.125,US,1907645,B00VU7PXDG,973149575,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,2,0.0,1.0,N,Y,Two Stars,package only came with 1 cable when it said 2.,2015-08-25,1440489400.0
197.150.225.13,US,36866008,B00K1J3S5Y,514213365,"JVC Single Din In-Dash Digital Media Stereo Car Receiver, with Bluetooth Wireless Technology, Front USB & AUX Input, Detachable Face with Single-Line Display and Red Illumination, Pandora and iHeartRadio Control with iPhone, Plays MP3, WMA, WAV, and FLAC Files, Remote Control Included, (Does Not Play CD's)",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,works well. fast delivery,2015-08-25,1440489616.0
208.44.26.79,US,41742791,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,5,0.0,1.0,N,Y,"Surprisingly high quality sound from a tiny, adorable matchbox design!","i bought the s-8 model for this product and i am pleasantly surprised at the quality of the sound - especially the bass performance - for such a small set of speakers. i use it as a drone sound (taanpura) for my indian classical vocal practice with an apple store app and it feels great! the sound absolutely fills up a small room easily...the only two possible improvements i wish for are 1) an ability to connect to another device by automatically disconnecting the previously connected one (this needs to be done manually for now) and 2) perhaps an ability to connect to two or three such speakers from a single device so that different tracks could be played on different speakers! those two will make this a dream-come-true for me!<br /><br />i love the fact that it can be also used in the car essentially as a hands free system to receive calls (and i haven't tried but could be perhaps used with siri/google to make calls by talking into it) !<br /><br />the buying experience was also smooth & pleasant. it came in an absolutely beautiful box with a modern design - one wonders how many things steve jobs passion for good design has inspired!  btw, i love the rubberized top & bottom, too!",2015-08-25,1440491405.0
197.119.253.10,US,41543390,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,1,0.0,0.0,N,Y,One Star,stops working after a couple of months.,2015-08-25,1440491595.0
206.207.105.10,US,21279067,B013AJYRCY,157957729,"Portable Bluetooth Speaker,sound Cube Portable Wireless Bluetooth Stereo Speaker Built in Hands Free Speakerphone and Rechargable Battery",Mobile_Electronics,3,0.0,0.0,N,N,"Sounds good, no instructions.","i have used several of these mini speakers.<br /><br />this one sounded the same as much more expensive versions.<br /><br />the one issue was the button cover was on the wrong side, it was easy enough to switch, but the buttons are on one side only so not sure how that was missed.<br /><br />it does not come with instructions, and the buttons only show one function, such as there is no + or - for volume. but if you hold a button down it adjust the volume.",2015-08-25,1440492109.0
199.108.7.129,US,2737267,B00HTXPBV4,854337141,Lychee® Fish Finder New Portable Sonar LCD Alarm Sea Contour Ice 100M 328Ft Detect Weeds,Mobile_Electronics,5,1.0,1.0,N,Y,It's very nice I love it so much,it's very nice i love it so much.<br />i recommend this fish finder from this store.<br />sure i will buy more.<br />thanks for you my friend.,2015-08-25,1440494160.0
203.49.25.105,US,25480860,B00UKB4Q7C,941234092,Magellan RoadMate RV9165T-LM 7-Inch RV GPS Navigator with Lifetime Maps (Certified Refurbished),Mobile_Electronics,1,0.0,1.0,N,Y,"lifetime maps?????? Phooey, ...","lifetime maps??????phooey, just try to get them....every where you look, they have their hand out wanting you to pay for an upgrade",2015-08-25,1440494304.0
193.191.94.105,US,43513634,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,Better than any of my previous Amazon iPhone purchases,they work as expected! much better than any of the other cables for the iphone i have bought on amazon.,2015-08-25,1440494517.0
204.142.42.147,US,2063075,B00VRMTQ32,144255411,Pumpkin 7 inch Double Din In Dash HD Touch Screen Car DVD Player SD/USB/GPS/Bluetooth/FM/AM Radio Stereo Navigation System For GMC Sereies Chevrolet Chevy Avalanche 07-11/Silverado 07-13/Impala 06-13,Mobile_Electronics,1,0.0,1.0,N,Y,Doesn't fit chevrolet cobalt ss supercharged  as described.,not even the harness fit and it suppose to be plug and play.,2015-08-25,1440496487.0
206.155.234.98,US,45702927,B00ZJAAM72,346689759,"Best Apple Watch Charging Stand for 38mm and 42mm from ZIVACHI, Highest Quality, Lightweight and Portable, for Home and Office, Non Slip Surface and Bottom. Protection from Scratching. (Black)",Mobile_Electronics,4,0.0,0.0,N,N,Four Stars,"bought as a gift for my brother, he uses it every night.",2015-08-25,1440496603.0
219.26.109.26,US,44372706,B00M7RZ5CM,662147716,Saitek AI FMK578 INSTALLATION KIT AMERICAN INTL''00-UP FORD TAURUS MERC SABLE,Mobile_Electronics,5,0.0,1.0,N,Y,perfect for ford taurus,"came faster then i thought, perfect condition easy to install. overall perfect night was just what i wanted/needed",2015-08-25,1440498316.0
201.93.172.168,US,26412526,B00XUGXWZ6,39849258,"The DigiHero 10 pcs/10 Colors Silicone Fasteners for Apple Watch Sport 42mm Sport Band, Secure Your Apple Watch Safe (10 pcs / pack)",Mobile_Electronics,5,0.0,0.0,N,Y,KEWL colors strips for each days!,cooooool. i love the color stripes put upon the black straps! fun fun fun moods to change for day by day! kewl!!!,2015-08-25,1440498967.0
199.237.145.51,US,10420191,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0.0,0.0,N,Y,Works Great.,"so far this product is working wonderfully. i purchased the 6 ft cord so that i can use it on the couch and in bed, it works great. i love it, very happy with my purchase.",2015-08-25,1440499725.0
213.191.252.23,US,10370463,594012015,991491334,Barnes & Noble NOOK Power Kit in Carbon BNADPN31,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,awesome,2015-08-25,1440501556.0
212.122.144.236,US,7862682,B00BKNPD1W,968854135,"360 Degree Rotating Cover Case for Samsung Galaxy Tab 2 7.0 7-inch Tablet, Purple with Multi-angle Stand Sheath with Screen Protector and Stylus Bundle",Mobile_Electronics,5,0.0,0.0,N,Y,I like that my device clicks into place giving it more ...,i like that my device clicks into place giving it more security.. nice pad for added function and comfort,2015-08-25,1440504204.0
211.111.94.41,US,32074436,B00L52HGR2,135186,"VEO | USB Dancing Water Speakers - Desktop Speakers for PC, Mac, MP3 Players, Mobile Phones inc. iPhone & Tablets, iPad 4, iPad Air, iPad 5, iPhone 6, iPhone 5s, iPhone 5c - BLACK",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,shipping took way too long but the product is excellent,2015-08-25,1440504944.0
192.82.187.87,US,7274926,B00NLJDLEY,516090864,Vistop Car 30 LED Daytime Running Light Fog Lamp Driving Day Light & Turn Light DC 12V 5W (Two package),Mobile_Electronics,4,0.0,0.0,N,Y,Every one who sees them ask where I got them,"every one who sees them ask where i got them. the mount is a little flimsy though, i had to mount them without it. i had to add about a foot of wire to 2 of the wires to make the work.",2015-08-25,1440506879.0
214.216.42.149,US,14414189,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,4,0.0,0.0,N,Y,good so far,"works well so far. no error messages from apple and good, durable quality. the proof will be if this continues in the coming weeks. if so, will definitely switch from short apple cords to these!",2015-08-25,1440508220.0
206.74.252.240,US,1401222,B0099SYUOQ,156721372,Ring Watch - Black w/ Pink Triangle,Mobile_Electronics,3,0.0,0.0,N,Y,It was very inexpensive but also very disappointed. Will not order any more,when i received the item it was not running. waited about a week and it started running. this morning had it on and the pin dropped out of the socket. it was very inexpensive but also very disappointed. will not order any more!,2015-08-25,1440508914.0
